folder	key	title	critic	user	release	developer	publisher	critic_sources	user_sources
snes	gradius iii	Gradius III	7.8	7.6	1990-12-21	Konami	Konami	GameRankings (n=6)=7.8; MobyGames (n=5)=7.9	GameFAQs community=7.7; LaunchBox community Bayesian (raw 7.6, n=203)=7.6
snes	gunforce battle fire engulfed terror island	Gunforce: Battle Fire Engulfed Terror Island	4.9		1992	Irem Corp.		MobyGames (n=5)=4.9
snes	hagane	Hagane		7.7					GameFAQs community=7.7; Legacy community=7.7
snes	hagane the final conflict	Hagane: The Final Conflict	8.2	7.9	1994-11-18	Red Company	Hudson Soft	MobyGames (n=5)=8.2	LaunchBox community Bayesian (raw 8.0, n=178)=7.9; LaunchBox Community=7.9
snes	hal s hole in one golf	HAL's Hole in One Golf		6.5	1991-02-23	HAL Laboratory	HAL America		GameFAQs community=6.1; LaunchBox community Bayesian (raw 6.8, n=54)=6.8; LaunchBox Community=6.5
snes	hammerlock wrestling	Hammerlock Wrestling		5.1	1994-09-30	Jaleco	Jaleco		GameFAQs community=4.9; LaunchBox community Bayesian (raw 4.9, n=36)=5.4; LaunchBox Community=5.1
snes	hanna barbera s turbo toons	Hanna Barbera's Turbo Toons		5.2					GameFAQs community=5.2
snes	hardball iii	HardBall III		4.9	1994-06-01	MindSpan	Accolade		GameFAQs community=4.6; LaunchBox community Bayesian (raw 4.6, n=30)=5.2; LaunchBox Community=4.9
snes	harley s humongous adventure	Harley's Humongous Adventure	6.4	6.1	1993-02-05	Visual Concepts Entertainment	Hi-Tech Expressions	GameRankings (n=4)=6.4	GameFAQs community=5.6; LaunchBox community Bayesian (raw 6.5, n=52)=6.6; LaunchBox Community=6.1
snes	harvest moon	Harvest Moon	7.5	7.9	1996-08-09	Amccus	Natsume	GameRankings (n=7)=7.3; MobyGames (n=5)=7.9	GameFAQs community=8.0; LaunchBox community Bayesian (raw 7.8, n=162)=7.8; LaunchBox Community=7.9
snes	head on soccer	Head-On Soccer	8.0	5.9	1995-09-01	U.S. Gold	U.S. Gold	MobyGames (n=5)=8.0	GameFAQs community=5.1; LaunchBox community Bayesian (raw 6.7, n=50)=6.8; LaunchBox Community=5.9
snes	hebereke s popoitto	Hebereke's Popoitto		6.6	1995-09-30	Sunsoft	Sunsoft		LaunchBox community Bayesian (raw 6.5, n=40)=6.6
snes	hit the ice	Hit the Ice		5.5					GameFAQs community=5.5
snes	home alone	Home Alone	5.2	5.2	1991-12-01	Imagineering	THQ	MobyGames (n=5)=5.2	GameFAQs community=4.9; LaunchBox community Bayesian (raw 5.1, n=65)=5.4; LaunchBox Community=5.2
snes	home alone 2 lost in new york	Home Alone 2: Lost in New York	3.6	4.4	1992-10-01	Imagineering	THQ	GameRankings (n=3)=3.0; MobyGames (n=5)=3.9	GameFAQs community=4.9; LaunchBox community Bayesian (raw 3.4, n=58)=3.9; LaunchBox Community=4.4
snes	home improvement	Home Improvement		4.6					GameFAQs community=4.6
snes	hook	Hook		6.8	1992-07-17	Ukiyotei	Sony Imagesoft		GameFAQs community=6.7; LaunchBox community Bayesian (raw 7.0, n=89)=7.0; LaunchBox Community=6.8
snes	hungry dinosaurs	Hungry Dinosaurs		6.1	1994-10-19	Magical Company	Sunsoft		LaunchBox community Bayesian (raw 5.8, n=33)=6.1; LaunchBox Community=6.1
snes	hyper v ball	Hyper V-Ball	6.0	6.4	1994-06-01	Video System	MC O'River	MobyGames (n=5)=6.0	GameFAQs community=6.6; LaunchBox community Bayesian (raw 6.2, n=48)=6.3; LaunchBox Community=6.4
snes	hyperzone	HyperZone	5.2	6.3	1991-08-31	HAL Laboratory	HAL Laboratory	MobyGames (n=5)=5.2	GameFAQs community=6.3; LaunchBox community Bayesian (raw 6.2, n=79)=6.3; LaunchBox Community=6.3
snes	illusion of gaia	Illusion of Gaia	8.0	8.2	1994-09-26	Quintet	Nintendo	GameRankings (n=9)=8.0; MobyGames (n=5)=8.0	GameFAQs community=8.0; LaunchBox community Bayesian (raw 8.5, n=286)=8.4; LaunchBox Community=8.2
snes	illusion of time	Illusion of Time
snes	imperium	Imperium	5.6	6.9	1992-11-01	Jorudan	Vic Tokai	GameRankings (n=3)=5.2; MobyGames (n=5)=5.8	GameFAQs community=7.0; LaunchBox community Bayesian (raw 6.7, n=59)=6.7; LaunchBox Community=6.9
snes	incantation	Incantation	6.1	5.7	1996-12-01	Titus France	Titus France	MobyGames (n=5)=6.1	GameFAQs community=4.9; LaunchBox community Bayesian (raw 6.5, n=77)=6.6; LaunchBox Community=5.7
snes	indiana jones greatest adventures	Indiana Jones' Greatest Adventures	7.8	7.5	1994-10-11	Factor 5	Victor Entertainment	GameRankings (n=4)=7.5; MobyGames (n=5)=8.1	GameFAQs community=7.6; LaunchBox community Bayesian (raw 7.5, n=155)=7.5
snes	inindo way of the ninja	Inindo: Way of the Ninja		6.7	1992-03-19	Koei	Koei		GameFAQs community=6.8; LaunchBox community Bayesian (raw 6.6, n=57)=6.7; LaunchBox Community=6.7
snes	inspector gadget	Inspector Gadget		6.7	1993-12-01	AIM	Hudson Soft		GameFAQs community=6.5; LaunchBox community Bayesian (raw 6.8, n=73)=6.8; LaunchBox Community=6.7
snes	international superstar soccer	International Superstar Soccer	8.5	7.6	1994-11-11	Konami	Konami	MobyGames (n=5)=8.5	GameFAQs community=7.8; LaunchBox community Bayesian (raw 7.5, n=90)=7.5; LaunchBox Community=7.6
snes	international superstar soccer deluxe	International Superstar Soccer Deluxe	8.8	8.3	1995-09-22	Konami	Konami	MobyGames (n=5)=8.8	GameFAQs community=8.4; LaunchBox community Bayesian (raw 8.2, n=140)=8.1; LaunchBox Community=8.3
snes	international tennis tour	International Tennis Tour		5.8	1993-03-26	Loriciel	Taito		GameFAQs community=5.0; LaunchBox community Bayesian (raw 6.4, n=40)=6.5; LaunchBox Community=5.8
snes	iron commando	Iron Commando
snes	izzy s quest for the olympic rings	Izzy's Quest for the Olympic Rings		5.2	1995-11-01	Alexandria	U.S. Gold		GameFAQs community=4.4; LaunchBox community Bayesian (raw 5.6, n=45)=5.9; LaunchBox Community=5.2
snes	j r r tolkien s lord of the rings volume 1	J.R.R. Tolkien's Lord of the Rings: Volume 1
snes	jack nicklaus golf	Jack Nicklaus Golf		5.8	1992-05-01	Sculptured Software	Tradewest		GameFAQs community=5.5; LaunchBox community Bayesian (raw 5.9, n=40)=6.1; LaunchBox Community=5.8
snes	james bond jr	James Bond Jr	5.0	4.7	1992-10-01	Gray Matter	THQ	MobyGames (n=5)=5.0	GameFAQs community=3.9; LaunchBox community Bayesian (raw 5.2, n=53)=5.5; LaunchBox Community=4.7
snes	james pond 3 operation starfish	James Pond 3: Operation Starfish		5.2					GameFAQs community=5.2; Legacy community=5.2
snes	james pond s crazy sports	James Pond's Crazy Sports
snes	jammit	Jammit		4.0					GameFAQs community=4.0
snes	jazz411 s super mario world	Jazz411's Super Mario World
snes	jelly boy	Jelly Boy		6.2	1995-03-01	Probe Software	Ocean Software		GameFAQs community=5.5; LaunchBox community Bayesian (raw 6.7, n=38)=6.8; LaunchBox Community=6.2
snes	jeopardy	Jeopardy!		5.5	1992-12-01	Imagineering	GameTek		GameFAQs community=5.4; LaunchBox community Bayesian (raw 5.2, n=38)=5.6; LaunchBox Community=5.5
snes	jeopardy deluxe edition	Jeopardy! Deluxe Edition		5.7	1994-06-01	Imagineering	GameTek		GameFAQs community=5.4; LaunchBox community Bayesian (raw 5.8, n=34)=6.1; LaunchBox Community=5.7
snes	jeopardy sports edition	Jeopardy! Sports Edition		5.4	1994-05-01	Imagineering	GameTek		GameFAQs community=5.1; LaunchBox community Bayesian (raw 5.2, n=36)=5.6; LaunchBox Community=5.4
snes	jikkyou oshaberi parodius	Jikkyou Oshaberi Parodius		7.8	1995-12-15	Konami	Konami		GameFAQs community=7.7; LaunchBox community Bayesian (raw 7.9, n=62)=7.8; LaunchBox Community=7.8
snes	jim lee s wildc a t s	Jim Lee's WildC.A.T.S
snes	jim lee s wildc a t s covert action teams	Jim Lee's WildC A T S: Covert-Action-Teams	5.8		1995-01-01	Beam Software Pty., Ltd.		MobyGames=5.8 (n=5 min)
snes	jim power the lost dimension in 3d	Jim Power: The Lost Dimension in 3D	6.4	6.0	1993-12-01	Loriciel	Electro Brain	MobyGames (n=5)=6.4	LaunchBox community Bayesian (raw 5.9, n=67)=6.0; LaunchBox Community=6.0
snes	jimmy connors pro tennis tour	Jimmy Connors Pro Tennis Tour	8.8	6.8	1993-10-29	Blue Byte Software	Ubi Soft Entertainment Software	MobyGames (n=5)=8.8	GameFAQs community=6.8; LaunchBox community Bayesian (raw 6.8, n=57)=6.8
snes	jimmy houston s bass tournament u s a	Jimmy Houston's Bass Tournament U.S.A		5.8	1995-08-25	Nexus Interact	Sammy		GameFAQs community=5.5; LaunchBox community Bayesian (raw 5.9, n=37)=6.1; LaunchBox Community=5.8
snes	joe and mac	Joe & Mac	6.6	7.1	1992			GameRankings (n=4)=6.6	GameFAQs community=7.1
snes	joe and mac 2 lost in the tropics	Joe & Mac 2: Lost in the Tropics		7.6	1994-02-18	Data East	Data East		GameFAQs community=7.2; LaunchBox community Bayesian (raw 8.1, n=121)=8.0; LaunchBox Community=7.6
snes	john madden football 92	John Madden Football '92	5.0		1991	Electronic Arts, Inc.		MobyGames (n=5)=5.0
snes	judge dredd	Judge Dredd		7.1	1995-06-16	Probe Entertainment	Acclaim Entertainment		GameFAQs community=7.4; LaunchBox community Bayesian (raw 6.8, n=86)=6.8; LaunchBox Community=7.1
snes	jungle strike	Jungle Strike	7.6	6.8	1995	Electronic Arts, Inc.		GameRankings (n=3)=7.2; MobyGames (n=5)=7.9	GameFAQs community=6.8; Legacy community=6.8
snes	jurassic park	Jurassic Park	6.8	6.8	1993-10-01	Ocean of America	Ocean Software	GameRankings (n=3)=6.8	GameFAQs community=6.3; LaunchBox community Bayesian (raw 7.3, n=142)=7.3; LaunchBox Community=6.8
snes	jurassic park part 2 the chaos continues	Jurassic Park Part 2: The Chaos Continues		7.1	1994-11-01	Ocean Software	Ocean Software		GameFAQs community=7.4; LaunchBox community Bayesian (raw 6.8, n=89)=6.8; LaunchBox Community=7.1
snes	justice league task force	Justice League Task Force		6.2	1995-10-27	Blizzard Entertainment	Acclaim Entertainment		GameFAQs community=5.7; LaunchBox community Bayesian (raw 6.7, n=73)=6.7; LaunchBox Community=6.2
snes	kablooey	Kablooey		6.0	1990-12-01	Kotobuki System	Kemco		LaunchBox community Bayesian (raw 5.8, n=50)=6.0
snes	kawasaki caribbean challenge	Kawasaki Caribbean Challenge	3.2	5.3	1993-06-01	Park Place Productions	GameTek	MobyGames (n=5)=3.2	GameFAQs community=5.2; LaunchBox community Bayesian (raw 4.9, n=35)=5.4; LaunchBox Community=5.3
snes	kawasaki superbike challenge	Kawasaki Superbike Challenge	4.1	5.6	1995-12-01	Lankhor	Time Warner Interactive	MobyGames (n=5)=4.1	GameFAQs community=5.0; LaunchBox community Bayesian (raw 6.0, n=40)=6.2; LaunchBox Community=5.6
snes	ken griffey jr presents major league baseball	Ken Griffey Jr. Presents Major League Baseball	7.9	7.5	1994-01-01	Software Creations Ltd.		MobyGames=7.9 (n=5 min)	GameFAQs community=7.5
snes	ken griffey jr s winning run	Ken Griffey Jr.'s Winning Run		7.5	1996-06-01	Rare	Nintendo		GameFAQs community=7.9; LaunchBox community Bayesian (raw 7.1, n=61)=7.1; LaunchBox Community=7.5
snes	kendo rage	Kendo Rage		6.5	1993-01-22	Affect	SETA		GameFAQs community=6.6; LaunchBox community Bayesian (raw 6.3, n=64)=6.4; LaunchBox Community=6.5
snes	kick off	Kick Off		5.4	1992-12-25	Enigma Variations	Imagineer		LaunchBox community Bayesian (raw 4.9, n=29)=5.4; LaunchBox Community=5.4
snes	kick off 3 european challenge	Kick Off 3: European Challenge		5.8	1994-01-01	Anco Software	Vic Tokai		GameFAQs community=5.3; LaunchBox community Bayesian (raw 6.1, n=32)=6.3; LaunchBox Community=5.8
snes	kid klown in crazy chase	Kid Klown in Crazy Chase	6.4	6.4	1994-10-21	Kemco	Kemco	GameRankings (n=3)=6.4	GameFAQs community=6.6; LaunchBox community Bayesian (raw 6.1, n=72)=6.2; LaunchBox Community=6.4
snes	killer instinct	Killer Instinct	8.5	8.1	1995-08-01	Rare	Nintendo	GameRankings (n=3)=8.0; MobyGames (n=5)=8.8	GameFAQs community=7.9; LaunchBox community Bayesian (raw 8.3, n=344)=8.3; LaunchBox Community=8.1
snes	king arthur and the knights of justice	King Arthur & the Knights of Justice		5.9	1995-05-01	Manley & Associates	Enix		GameFAQs community=5.3; LaunchBox community Bayesian (raw 6.2, n=48)=6.3; LaunchBox Community=5.9
snes	king arthur s world	King Arthur's World	7.7	6.8	1993-03-01	Argonaut Games	Jaleco	MobyGames (n=5)=7.7	GameFAQs community=6.5; LaunchBox community Bayesian (raw 7.2, n=68)=7.2; LaunchBox Community=6.8
snes	king of demons	King of Demons
snes	king of the monsters	King of the Monsters	6.1	6.2	1992-07-31	Genki	Takara	MobyGames (n=5)=6.1	GameFAQs community=5.9; LaunchBox community Bayesian (raw 6.3, n=63)=6.4; LaunchBox Community=6.2
snes	kirby s avalanche	Kirby's Avalanche	7.4	7.3	1995-02-01	HAL Laboratory	Nintendo	GameRankings (n=7)=7.4	GameFAQs community=7.0; LaunchBox community Bayesian (raw 7.5, n=142)=7.5; LaunchBox Community=7.3
snes	kirby s dream course	Kirby's Dream Course	7.8	7.5	1994-09-21	HAL Laboratory	Nintendo	GameRankings (n=7)=7.7; MobyGames (n=5)=8.0	GameFAQs community=7.1; LaunchBox community Bayesian (raw 7.8, n=191)=7.8; LaunchBox Community=7.5
snes	kirby s dream land 3	Kirby's Dream Land 3	7.4	8.0	1997-11-27	HAL Laboratory	Nintendo	GameRankings (n=4)=6.6; MobyGames (n=5)=8.1	GameFAQs community=8.0; LaunchBox community Bayesian (raw 8.1, n=216)=8.1; LaunchBox Community=8.0
snes	kirby s fun pak	Kirby's Fun Pak
snes	kirby s ghost trap	Kirby's Ghost Trap
snes	kirby super star	Kirby Super Star	8.5	8.7	1996-03-21	HAL Laboratory	Nintendo	GameRankings (n=7)=8.6; MobyGames (n=5)=8.3	GameFAQs community=8.6; LaunchBox community Bayesian (raw 8.8, n=337)=8.7; LaunchBox Community=8.7
snes	knights of the round	Knights of the Round		7.5	1994-04-01	Capcom	Capcom		GameFAQs community=7.4; LaunchBox community Bayesian (raw 7.7, n=139)=7.7; LaunchBox Community=7.5
snes	krusty s fun house	Krusty's Fun House
snes	kyle petty s no fear racing	Kyle Petty's No Fear Racing		5.8	1995-04-01	Leland Interactive Media	Virgin Interactive Entertainment		GameFAQs community=6.2; LaunchBox community Bayesian (raw 5.1, n=37)=5.5; LaunchBox Community=5.8
snes	lagoon	Lagoon	5.0	6.4	1991-12-13	Kemco	Kemco	GameRankings (n=4)=5.0	GameFAQs community=6.2; LaunchBox community Bayesian (raw 6.7, n=79)=6.7; LaunchBox Community=6.4
snes	lamborghini american challenge	Lamborghini: American Challenge		6.9	1993-11-01	Titus France	Titus France		GameFAQs community=6.8; LaunchBox community Bayesian (raw 7.1, n=82)=7.1; LaunchBox Community=6.9
snes	last action hero	Last Action Hero	3.4	3.8	1993-10-01	Bits Studios	Sony Imagesoft	MobyGames (n=5)=3.4	GameFAQs community=3.1; LaunchBox community Bayesian (raw 4.1, n=64)=4.5; LaunchBox Community=3.8
snes	legend	Legend		6.5	1994-04-01	Arcade Zone	Seika		GameFAQs community=6.1; LaunchBox community Bayesian (raw 6.9, n=109)=6.9; LaunchBox Community=6.5
snes	lemmings	Lemmings	8.6	7.4	1991-12-18	Sunsoft	Sunsoft	GameRankings (n=4)=8.3; MobyGames (n=5)=8.8	GameFAQs community=7.0; LaunchBox community Bayesian (raw 7.8, n=99)=7.7; LaunchBox Community=7.4
snes	lemmings 2 the tribes	Lemmings 2: The Tribes	8.0	7.3	1994-11-01	DMA Design	Psygnosis	MobyGames (n=5)=8.0	GameFAQs community=7.0; LaunchBox community Bayesian (raw 7.6, n=71)=7.5; LaunchBox Community=7.3
snes	lester the unlikely	Lester the Unlikely	5.6	4.9	1994-01-01	Visual Concepts Entertainment	Asmik	MobyGames (n=5)=5.6	GameFAQs community=4.2; LaunchBox community Bayesian (raw 5.2, n=56)=5.5; LaunchBox Community=4.9
snes	lethal enforcers	Lethal Enforcers	7.7	6.8	1994-01-03	Konami	Konami	MobyGames (n=5)=7.7	GameFAQs community=6.6; LaunchBox community Bayesian (raw 7.1, n=63)=7.1; LaunchBox Community=6.8
snes	lethal weapon	Lethal Weapon	5.6	5.6	1992-12-01	Ocean Software	Ocean Software	GameRankings (n=3)=6.2; MobyGames (n=5)=5.3	GameFAQs community=5.1; LaunchBox community Bayesian (raw 6.0, n=55)=6.2; LaunchBox Community=5.6
snes	liberty or death	Liberty or Death		6.8	1994-03-18	Koei	Koei		GameFAQs community=7.5; LaunchBox community Bayesian (raw 6.0, n=49)=6.2; LaunchBox Community=6.8
snes	life fitness mega cart	Life Fitness Mega Cart
snes	live a live	Live A Live	8.8	8.0	1994-09-02	Square	Square	GameRankings (n=3)=8.8	GameFAQs community=8.2; LaunchBox community Bayesian (raw 7.9, n=87)=7.8; LaunchBox Community=8.0
snes	lock on	Lock On		6.7	1993-07-16	Copya System	Vic Tokai		GameFAQs community=6.4; LaunchBox community Bayesian (raw 6.9, n=53)=6.9; LaunchBox Community=6.7
snes	looney tunes b ball	Looney Tunes B-Ball	7.7	7.5	1995-02-01	Sculptured Software	Sunsoft	MobyGames (n=5)=7.7	GameFAQs community=7.3; LaunchBox community Bayesian (raw 7.6, n=86)=7.5; LaunchBox Community=7.5
snes	lord of darkness	Lord of Darkness		6.8	1991-12-21	Koei	Koei		GameFAQs community=7.2; LaunchBox community Bayesian (raw 6.4, n=39)=6.5; LaunchBox Community=6.8
snes	lucky luke	Lucky Luke	8.1	7.6	1997-10-27	Infogrames	Infogrames	MobyGames (n=5)=8.1	GameFAQs community=8.0; LaunchBox community Bayesian (raw 7.3, n=56)=7.3; LaunchBox Community=7.6
snes	lufia and the fortress of doom	Lufia & the Fortress of Doom	7.4	7.5	1993-12-04	Neverland	Taito	GameRankings (n=3)=6.9; MobyGames (n=5)=7.7	GameFAQs community=7.4; LaunchBox community Bayesian (raw 7.7, n=150)=7.7; LaunchBox Community=7.5
snes	lufia ii rise of the sinistrals	Lufia II: Rise of the Sinistrals	8.6	8.5	1995-02-24	Neverland	Natsume	MobyGames (n=5)=8.6	GameFAQs community=8.6; LaunchBox community Bayesian (raw 8.4, n=181)=8.3; LaunchBox Community=8.5
snes	madden nfl 94	Madden NFL '94	8.4	6.5	1993-10-01	Visual Concepts Entertainment	Electronic Arts	MobyGames (n=5)=8.4	GameFAQs community=6.3; LaunchBox community Bayesian (raw 6.5, n=42)=6.6
snes	madden nfl 95	Madden NFL 95	8.8	6.5	1994-11-01	Visual Concepts	Electronic Arts	MobyGames (n=5)=8.8	GameFAQs community=6.2; LaunchBox community Bayesian (raw 6.7, n=46)=6.8; LaunchBox Community=6.5
snes	madden nfl 96	Madden NFL 96		6.5	1995-11-10	Tiburon Entertainment	Electronic Arts		GameFAQs community=6.4; LaunchBox community Bayesian (raw 6.5, n=35)=6.6
snes	madden nfl 97	Madden NFL 97		6.5	1996-10-01	Tiburon Entertainment	Electronic Arts		GameFAQs community=6.2; LaunchBox community Bayesian (raw 6.6, n=38)=6.7; LaunchBox Community=6.5
snes	madden nfl 98	Madden NFL 98		7.5	1997-11-01	Tiertex Design Studios	Electronic Arts		GameFAQs community=7.9; LaunchBox community Bayesian (raw 7.2, n=42)=7.2; LaunchBox Community=7.5
snes	magic boy	Magic Boy	6.3	4.2	1996-08-01	Blue Turtle	JVC Musical Industries	MobyGames (n=5)=6.3	GameFAQs community=3.7; LaunchBox community Bayesian (raw 4.1, n=39)=4.7; LaunchBox Community=4.2
snes	magic johnson s super slam dunk	Magic Johnson's Super Slam Dunk
snes	magic sword	Magic Sword	6.3	7.2	1992-05-29	Capcom	Capcom	MobyGames (n=5)=6.3	GameFAQs community=6.9; LaunchBox community Bayesian (raw 7.5, n=102)=7.5; LaunchBox Community=7.2
snes	magical pop n	Magical Pop'n		7.7	1995-03-10	Polestar	Pack-In-Video		GameFAQs community=7.6; LaunchBox community Bayesian (raw 7.8, n=83)=7.7; LaunchBox Community=7.7
snes	manchester united championship soccer	Manchester United Championship Soccer		5.8	1995-01-01	Krisalis Software	Ocean Software		LaunchBox community Bayesian (raw 5.4, n=33)=5.8; LaunchBox Community=5.8
snes	mario is missing	Mario Is Missing!	5.5	5.2	1993-06-01	The Software Toolworks	Mindscape	GameRankings (n=3)=4.3; MobyGames (n=5)=6.2	GameFAQs community=4.9; LaunchBox community Bayesian (raw 5.2, n=95)=5.4
snes	mario paint	Mario Paint	7.2	7.3	1992-07-14	Intelligent Systems	Nintendo	GameRankings (n=4)=7.2	GameFAQs community=7.3; LaunchBox community Bayesian (raw 7.4, n=143)=7.4
snes	mario s early years fun with letters	Mario's Early Years! Fun with Letters		4.7	1994-10-01	The Software Toolworks	Nintendo		GameFAQs community=3.9; LaunchBox community Bayesian (raw 5.2, n=47)=5.5; LaunchBox Community=4.7
snes	mario s early years fun with numbers	Mario's Early Years! Fun with Numbers		4.8	1994-10-01	The Software Toolworks	Nintendo		GameFAQs community=4.3; LaunchBox community Bayesian (raw 4.8, n=51)=5.2
snes	mario s early years preschool fun	Mario's Early Years! Preschool Fun		4.6	1994-11-01	Software Toolworks	Software Toolworks		GameFAQs community=3.9; LaunchBox community Bayesian (raw 4.9, n=48)=5.3; LaunchBox Community=4.6
snes	mario s time machine	Mario's Time Machine	5.5	5.4	1993-12-01	The Software Toolworks	Mindscape	MobyGames (n=5)=5.5	GameFAQs community=4.7; LaunchBox community Bayesian (raw 5.8, n=67)=6.0; LaunchBox Community=5.4
snes	mark davis the fishing master	Mark Davis': The Fishing Master		6.1	1995-06-30	Natsume	Natsume		GameFAQs community=5.9; LaunchBox community Bayesian (raw 6.2, n=35)=6.4; LaunchBox Community=6.1
snes	marko s magic football	Marko's Magic Football		5.4	1995-01-01	Domark Software	Acclaim Entertainment		GameFAQs community=4.1; LaunchBox community Bayesian (raw 6.6, n=36)=6.7; LaunchBox Community=5.4
snes	marvel super heroes in war of the gems	Marvel Super Heroes in War of the Gems		7.1	1996-10-18	Capcom	Capcom		GameFAQs community=7.1; LaunchBox community Bayesian (raw 7.1, n=148)=7.1
snes	mary shelley s frankenstein	Mary Shelley's Frankenstein		4.4	1994-11-01	BITS	Sony Imagesoft		GameFAQs community=3.3; LaunchBox community Bayesian (raw 5.1, n=40)=5.5; LaunchBox Community=4.4
snes	maui mallard in cold shadow	Maui Mallard in Cold Shadow	8.2	7.8	1995-12-01	Eurocom Entertainment Software	Capcom	MobyGames (n=5)=8.2	GameFAQs community=7.6; LaunchBox community Bayesian (raw 7.9, n=113)=7.8; LaunchBox Community=7.8
snes	mecarobot golf	Mecarobot Golf	3.9	5.7	1992-12-04	Advance Communication Company	Toho	MobyGames (n=5)=3.9	GameFAQs community=5.5; LaunchBox community Bayesian (raw 5.6, n=38)=5.9; LaunchBox Community=5.7
snes	mechwarrior	MechWarrior	7.6	6.6	1993-02-26	Beam Software	Activision	GameRankings (n=3)=6.7; MobyGames (n=5)=8.1	GameFAQs community=6.2; LaunchBox community Bayesian (raw 7.1, n=63)=7.1; LaunchBox Community=6.6
snes	mega lo mania	Mega lo Mania		6.7	1993-01-01	SPS	Imagineer		GameFAQs community=6.0; LaunchBox community Bayesian (raw 7.3, n=40)=7.2; LaunchBox Community=6.7
snes	mega man 7	Mega Man 7	7.1	7.9	1995-03-24	Capcom	Capcom	GameRankings (n=3)=7.1	GameFAQs community=7.8; LaunchBox community Bayesian (raw 8.0, n=261)=8.0; LaunchBox Community=7.9
snes	mega man soccer	Mega Man Soccer	5.3	6.4	1994-03-25	Sun L	Capcom	MobyGames (n=5)=5.3	GameFAQs community=6.6; LaunchBox community Bayesian (raw 6.1, n=95)=6.2; LaunchBox Community=6.4
snes	mega man vii	Mega Man VII	7.1					GameRankings (n=3)=7.1
snes	mega man x	Mega Man X	8.7	8.9	1993-12-17	Capcom	Nintendo	GameRankings (n=8)=8.8; MobyGames (n=5)=8.4	GameFAQs community=8.8; LaunchBox community Bayesian (raw 9.0, n=598)=9.0; LaunchBox Community=8.9
snes	mega man x2	Mega Man X2	8.3	8.5	1995-01-27	Capcom	Capcom	GameRankings (n=4)=8.2; MobyGames (n=5)=8.3	GameFAQs community=8.4; LaunchBox community Bayesian (raw 8.6, n=307)=8.5; LaunchBox Community=8.5
snes	mega man x3	Mega Man X3	7.5	8.3	1995-12-01	Capcom	Capcom	GameRankings (n=3)=7.1; MobyGames (n=5)=7.7	GameFAQs community=8.2; LaunchBox community Bayesian (raw 8.4, n=300)=8.4; LaunchBox Community=8.3
snes	metal combat falcon s revenge	Metal Combat: Falcon's Revenge	7.7	7.2	1993-12-01	Intelligent Systems	Nintendo	MobyGames (n=5)=7.7	GameFAQs community=7.3; LaunchBox community Bayesian (raw 7.1, n=65)=7.1; LaunchBox Community=7.2
snes	metal marines	Metal Marines	7.4	6.7	1993-12-01	Namco	Namco	GameRankings (n=4)=7.0; MobyGames (n=5)=7.8	GameFAQs community=7.4; LaunchBox community Bayesian (raw 5.9, n=58)=6.1; LaunchBox Community=6.7
snes	metal morph	Metal Morph		4.9	1994-12-01	Origin Systems	FCI		GameFAQs community=4.0; LaunchBox community Bayesian (raw 5.5, n=54)=5.7; LaunchBox Community=4.9
snes	metal warriors	Metal Warriors	8.4	7.7	1995-04-01	LucasArts Entertainment	Konami (America)	MobyGames (n=5)=8.4	GameFAQs community=7.7; LaunchBox community Bayesian (raw 7.8, n=145)=7.7; LaunchBox Community=7.7
snes	michael andretti s indy car challenge	Michael Andretti's Indy Car Challenge		6.0	1994-09-01	Genki	Bullet-Proof Software		GameFAQs community=5.7; LaunchBox community Bayesian (raw 6.1, n=55)=6.2; LaunchBox Community=6.0
snes	michael jordan chaos in the windy city	Michael Jordan: Chaos in the Windy City		6.1	1994-11-01	Electronic Arts	Electronic Arts		GameFAQs community=5.8; LaunchBox community Bayesian (raw 6.3, n=67)=6.4; LaunchBox Community=6.1
snes	mickey mania	Mickey Mania
snes	mickey mania the timeless adventures of mickey mouse	Mickey Mania: The Timeless Adventures of Mickey Mouse		7.3	1994-10-01	Traveller's Tales (UK)	Capcom		GameFAQs community=6.8; LaunchBox community Bayesian (raw 7.7, n=123)=7.6; LaunchBox Community=7.3
snes	mickey s playtown adventure a day of discovery	Mickey's Playtown Adventure: A Day of Discovery!		6.9		Visual Concepts			LaunchBox community Bayesian (raw 6.9, n=36)=6.9
snes	mickey s ultimate challenge	Mickey's Ultimate Challenge	5.7	6.4	1994-02-01	Designer Software	Hi-Tech Expressions	MobyGames (n=5)=5.7	GameFAQs community=5.6; LaunchBox community Bayesian (raw 7.2, n=63)=7.2; LaunchBox Community=6.4
snes	micro machines	Micro Machines		7.4	1994-12-01	Merit Studios	Ocean of America		GameFAQs community=6.9; LaunchBox community Bayesian (raw 7.9, n=89)=7.8; LaunchBox Community=7.4
snes	micro machines 2 turbo tournament	Micro Machines 2: Turbo Tournament	8.4	6.9	1996-02-22	Merit Studios	Ocean Software	MobyGames (n=5)=8.4	GameFAQs community=7.1; LaunchBox community Bayesian (raw 6.7, n=63)=6.7; LaunchBox Community=6.9
snes	might and magic ii	Might and Magic II		5.9	1993-01-01	Iguana Entertainment	Elite Systems		GameFAQs community=5.8; LaunchBox community Bayesian (raw 5.7, n=33)=6.0; LaunchBox Community=5.9
snes	might and magic ii gates to another world	Might and Magic II: Gates to Another World	6.2		1993	New World Computing, Inc.		MobyGames (n=5)=6.2
